País,Producto,Elemento,Año,Valor,Z_score
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,6303862.5,23.483742
OECD,Energía,Emisiones (CO2),1999,6294762.0,23.449696
Américas,Energía,Emisiones (CO2),1988,6291559.0,23.437712
OECD,Energía,Emisiones (CO2eq) (AR5),1994,6291036.5,23.435757
OECD,Energía,Emisiones (CO2eq) (AR5),2019,6279720.0,23.39342
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2015,6278878.5,23.390272
Países No-Anexo I,Energía,Emisiones (CO2),1988,6276772.5,23.382393
OECD,Energía,Emisiones (CO2),2011,6274658.0,23.374483
Países Anexo I,Energía,Emisiones (CO2),2022,6258333.5,23.31341
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,6235701.5,23.228739
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2012,6234183.0,23.223059
OECD,Energía,Emisiones (CO2),1998,6234016.5,23.222435
OECD,Energía,Emisiones (CO2),1997,6232622.5,23.21722
Asia oriental,Energía,Emisiones (CO2),2020,6227450.0,23.197868
OECD,Energía,Emisiones (CO2eq) (AR5),1993,6222775.0,23.18038
Países Anexo I,Energía,Emisiones (CO2),2021,6221361.5,23.17509
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2001,6212203.0,23.140827
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2016,6203807.0,23.109417
Asia oriental,Energía,Emisiones (CO2),2019,6202371.5,23.104046
OECD,Energía,Emisiones (CO2),2009,6197960.5,23.087543
OECD,Energía,Emisiones (CO2),2013,6196455.0,23.081911
Europa,Energía,Emisiones (CO2),1969,6175577.0,23.003803
OECD,Energía,Emisiones (CO2),2012,6170674.5,22.985462
OECD,Energía,Emisiones (CO2),1996,6163548.0,22.958801
Mundo,Suelos agrícolas,Emisiones (CO2),2017,6161419.5,22.950838
Américas,Energía,Emisiones (CO2),1979,6160726.0,22.948242
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,6158890.5,22.941376
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2000,6150208.0,22.908894
China,Energía,Emisiones (CO2eq) (AR5),2022,6143227.5,22.882778
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),2020,6141467.5,22.876194
Asia,Energía,Emisiones (CO2),2005,6118019.5,22.788471
Asia,Energía,Emisiones (CO2eq) (AR5),2003,6117566.0,22.786774
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,6116146.5,22.781464
OECD,Energía,Emisiones (CO2),2014,6115986.0,22.780863
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2011,6089188.5,22.680609
China,Energía,Emisiones (CO2eq) (AR5),2021,6082498.5,22.65558
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,6078003.5,22.638763
OECD,Energía,Emisiones (CO2eq) (AR5),1992,6076363.0,22.632626
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,6075035.5,22.627659
OECD,Energía,Emisiones (CO2),2015,6072708.0,22.618952
OECD,Energía,Emisiones (CO2),2018,6071912.5,22.615976
Américas,Energía,Emisiones (CO2),1978,6065239.5,22.591011
OECD,Energía,Emisiones (CO2),1961,6057425.0,22.561775
Asia oriental,Energía,Emisiones (CO2),2018,6051585.5,22.539928
OECD,Energía,Emisiones (CO2eq) (AR5),2022,6043507.5,22.509708
OECD,Energía,Emisiones (CO2),2017,6043203.0,22.50857
Américas,Energía,Emisiones (CO2),1987,6032163.5,22.467268
OECD,Energía,Emisiones (CO2eq) (AR5),1991,6023045.5,22.433157
OECD,Energía,Emisiones (CO2eq) (AR5),1990,6016738.0,22.40956
OECD,Energía,Emisiones (CO2),2016,6016522.5,22.408752
Américas,Energía,Emisiones (CO2),1980,6015811.0,22.40609
Mundo,Suelos agrícolas,Emisiones (CO2),2016,6013650.0,22.398006
OECD,Energía,Emisiones (CO2eq) (AR5),2021,6011613.0,22.390385
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,6009002.5,22.38062
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2022,5999679.0,22.345737
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2009,5991937.5,22.316776
OECD,Energía,Emisiones (CO2),1995,5985838.5,22.293959
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2008,5983844.5,22.286499
Mundo,Suelos agrícolas,Emisiones (CO2),2015,5956464.5,22.184065
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2021,5933518.5,22.09822
OECD,Energía,Emisiones (CO2),2019,5932214.0,22.09334
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,5930015.5,22.085115
Países Anexo I,Energía,Emisiones (CO2),2020,5919138.0,22.04442
OECD,Energía,Emisiones (CO2),1994,5912970.0,22.021345
Países No-Anexo I,Energía,Emisiones (CO2),2003,5908293.5,22.003849
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2007,5907041.0,21.999163
Asia oriental,Energía,Emisiones (CO2),2017,5906319.5,21.996464
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1999,5904755.0,21.99061
Países No-Anexo I,Energía,Emisiones (CO2),1987,5883780.0,21.91214
Europa,Energía,Emisiones (CO2),1968,5858891.0,21.819025
Américas,Energía,Emisiones (CO2),1977,5854509.5,21.802633
Asia oriental,Energía,Emisiones (CO2),2014,5853334.0,21.798237
Asia oriental,Energía,Emisiones (CO2),2013,5852398.0,21.794735
China,Energía,Emisiones (CO2eq) (AR5),2020,5849792.5,21.784986
Mundo,Suelos agrícolas,Emisiones (CO2),2014,5842687.5,21.758406
OECD,Energía,Emisiones (CO2),1993,5841470.5,21.753853
Mundo,Suelos agrícolas,Emisiones (CO2),2013,5810948.0,21.639662
Asia oriental,Energía,Emisiones (CO2),2015,5807341.5,21.62617
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1997,5803992.0,21.61364
Américas,Energía,Emisiones (CO2),1981,5801929.0,21.60592
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,5786690.5,21.54891
Américas,Energía,Emisiones (CO2),1986,5771553.5,21.492281
Américas,Energía,Emisiones (CO2),1985,5769847.5,21.485899
Américas,Energía,Emisiones (CO2),1973,5767965.5,21.478857
Asia oriental,Energía,Emisiones (CO2),2012,5765149.5,21.468323
Asia,Energía,Emisiones (CO2),2004,5761503.5,21.454681
Asia,Energía,Emisiones (CO2),1989,5759698.5,21.44793
Asia oriental,Energía,Emisiones (CO2),2016,5757991.0,21.441542
China,Energía,Emisiones (CO2eq) (AR5),2019,5754754.0,21.429432
Américas,Energía,Emisiones (CO2),1984,5727244.0,21.326511
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1998,5721346.5,21.304447
OECD,Energía,Emisiones (CO2),2022,5712453.0,21.271175
OECD,Energía,Emisiones (CO2eq) (AR5),2020,5711580.5,21.267912
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,5707332.0,21.252018
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2020,5706853.5,21.250227
Américas,Energía,Emisiones (CO2),1976,5703265.5,21.236803
OECD,Energía,Emisiones (CO2),1992,5697441.5,21.215015
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,5694517.0,21.204073
OECD,Energía,Emisiones (CO2),2021,5688185.5,21.180387
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2005,5683592.0,21.163202
Mundo,Suelos agrícolas,Emisiones (CO2),2012,5678731.0,21.145016
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1996,5675163.5,21.13167
Mundo,Suelos agrícolas,Emisiones (CO2),2011,5661317.0,21.079866
OECD,Energía,Emisiones (CO2),1991,5643062.5,21.011574
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,5639695.5,20.998978
Países No-Anexo I,Energía,Emisiones (CO2),1986,5639175.5,20.997032
OECD,Energía,Emisiones (CO2),1990,5633690.5,20.976511
Américas,Energía,Emisiones (CO2),1974,5629850.0,20.962143
Mundo,Suelos agrícolas,Emisiones (CO2),2008,5629407.5,20.960487
China,Energía,Emisiones (CO2),2022,5628928.5,20.958696
Asia oriental,Energía,Emisiones (CO2),2011,5616439.5,20.911972
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2000,5613282.5,20.900162
Mundo,Suelos agrícolas,Emisiones (CO2),2009,5610391.5,20.889345
Europa,Energía,Emisiones (CO2),1967,5607950.5,20.880213
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,5605707.0,20.87182
China,Energía,Emisiones (CO2),2021,5605218.0,20.869991
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2010,5603473.0,20.863462
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2019,5600985.5,20.854156
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2004,5581755.5,20.782213
Mundo,Suelos agrícolas,Emisiones (CO2),2010,5572027.5,20.74582
Américas,Energía,Emisiones (CO2),1982,5572018.0,20.745785
China,Energía,Emisiones (CO2eq) (AR5),2018,5571188.0,20.74268
Asia,Energía,Emisiones (CO2eq) (AR5),2002,5564709.5,20.718441
Américas,Energía,Emisiones (CO2),1983,5557070.5,20.689863
Mundo,Suelos agrícolas,Emisiones (CO2),2006,5543431.0,20.638834
Asia,Energía,Emisiones (CO2),1988,5516493.5,20.538057
Mundo,Suelos agrícolas,Emisiones (CO2),2007,5513756.0,20.527815
Américas,Energía,Emisiones (CO2),1972,5495991.0,20.461353
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2003,5491604.0,20.44494
"China, Continental",Energía,Emisiones (CO2),2022,5486646.5,20.426394
Europa,Energía,Emisiones (CO2),1966,5483246.0,20.413671
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,5473632.5,20.377707
"China, Continental",Energía,Emisiones (CO2),2021,5457565.5,20.317596
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1995,5455335.0,20.309252
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2002,5453216.5,20.301327
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2003,5449578.0,20.287714
Américas,Energía,Emisiones (CO2),1975,5445834.0,20.273708
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2002,5443855.0,20.266304
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,5431333.0,20.219458
Mundo,Suelos agrícolas,Emisiones (CO2),2004,5419610.0,20.175598
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,5416373.0,20.163488
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,5415734.5,20.1611
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2018,5414549.0,20.156666
América septentrional,Energía,Emisiones (CO2),1989,5414382.0,20.15604
China,Energía,Emisiones (CO2eq) (AR5),2017,5401177.0,20.106638
OECD,Energía,Emisiones (CO2),2020,5394680.0,20.08233
Asia,Energía,Emisiones (CO2),2003,5390385.5,20.066265
China,Energía,Emisiones (CO2),2020,5389191.5,20.061798
Países No-Anexo I,Energía,Emisiones (CO2),2002,5382801.0,20.03789
Países No-Anexo I,Energía,Emisiones (CO2),1985,5376999.0,20.016184
China,Energía,Emisiones (CO2eq) (AR5),2014,5375866.0,20.011946
Asia,Energía,Emisiones (CO2eq) (AR5),2001,5350984.5,19.91886
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2008,5350092.5,19.915522
China,Energía,Emisiones (CO2eq) (AR5),2013,5348638.5,19.910082
América septentrional,Energía,Emisiones (CO2),1979,5345734.0,19.899216
China,Energía,Emisiones (CO2eq) (AR5),2015,5345105.5,19.896864
América septentrional,Energía,Emisiones (CO2),1988,5344368.0,19.894106
Europa,Energía,Emisiones (CO2),1965,5318848.5,19.798634
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,5315910.0,19.78764
China,Energía,Emisiones (CO2),2019,5303379.0,19.740759
América septentrional,Energía,Emisiones (CO2),1978,5303207.5,19.740116
Mundo,Suelos agrícolas,Emisiones (CO2),2005,5289404.5,19.688478
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,5288789.0,19.686174
Asia,Energía,Emisiones (CO2eq) (AR5),2000,5283191.5,19.665234
Mundo,Otro,Emisiones (CO2eq) (AR5),2021,5268953.0,19.611965
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2001,5268814.0,19.611444
Mundo,Otro,Emisiones (CO2eq) (AR5),2022,5264811.5,19.596472
China,Energía,Emisiones (CO2eq) (AR5),2012,5261654.0,19.584658
China,Energía,Emisiones (CO2eq) (AR5),2016,5260783.0,19.5814
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,5250165.0,19.541676
"China, Continental",Energía,Emisiones (CO2),2020,5247560.5,19.531933
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1994,5245183.5,19.523039
Asia,Suelos agrícolas,Emisiones (CO2),2022,5243869.5,19.518124
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,5238481.5,19.497965
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2017,5238114.5,19.496593
Américas,Energía,Emisiones (CO2),1971,5233534.0,19.479456
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,5225018.5,19.447598
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2006,5223932.5,19.443535
Mundo,Otro,Emisiones (CO2eq) (AR5),2019,5220002.0,19.428831
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2014,5216962.5,19.41746
Asia,Suelos agrícolas,Emisiones (CO2),2019,5214836.0,19.409504
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,5213805.0,19.405647
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,5208893.5,19.387272
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,5199102.0,19.35064
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2013,5192394.5,19.325546
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2015,5189100.5,19.313223
Américas,Energía,Emisiones (CO2),1970,5187327.5,19.30659
Mundo,Otro,Emisiones (CO2eq) (AR5),2020,5183147.0,19.290949
Asia oriental,Energía,Emisiones (CO2),2010,5176404.5,19.265724
Países No-Anexo I,Energía,Emisiones (CO2),2001,5174941.0,19.26025
Mundo,Otro,Emisiones (CO2eq) (AR5),2018,5174053.0,19.256927
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,5166819.5,19.229866
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,5164928.5,19.222792
América septentrional,Energía,Emisiones (CO2),1980,5164881.5,19.222616
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,5160455.5,19.206057
Asia,Suelos agrícolas,Emisiones (CO2),2021,5159657.5,19.203072
Mundo,Otro,Emisiones (CO2eq) (AR5),2015,5158521.5,19.198822
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2009,5153121.0,19.178617
América septentrional,Energía,Emisiones (CO2),1973,5151911.0,19.174091
"China, Continental",Energía,Emisiones (CO2),2019,5151001.5,19.170689
Europa,Energía,Emisiones (CO2),1964,5146358.5,19.153318
América septentrional,Energía,Emisiones (CO2),1977,5145520.0,19.15018
Mundo,Otro,Emisiones (CO2eq) (AR5),2014,5142885.5,19.140324
China,Energía,Emisiones (CO2eq) (AR5),2011,5138367.5,19.123423
China,Energía,Emisiones (CO2),2018,5130054.0,19.09232
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,5128665.0,19.087124
Mundo,Otro,Emisiones (CO2eq) (AR5),2017,5117510.0,19.045391
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,5112639.0,19.027166
América septentrional,Energía,Emisiones (CO2),1987,5109726.5,19.016272
Países No-Anexo I,Energía,Emisiones (CO2),2000,5108486.5,19.011631
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2012,5108044.0,19.009977
Asia,Energía,Emisiones (CO2),1987,5106495.0,19.00418
Mundo,Suelos agrícolas,Emisiones (CO2),2003,5105034.5,18.998718
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2016,5100568.0,18.982008
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2007,5078977.5,18.901234
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2009,5076643.5,18.892502
Mundo,Otro,Emisiones (CO2eq) (AR5),2016,5073425.5,18.880463
Asia,Energía,Emisiones (CO2eq) (AR5),1999,5067446.0,18.858091
Países No-Anexo I,Energía,Emisiones (CO2),1984,5062894.0,18.841063
Mundo,Suelos agrícolas,Emisiones (CO2),2002,5059137.5,18.82701
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1991,5058800.0,18.825747
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1993,5053020.0,18.804123
Mundo,Otro,Emisiones (CO2eq) (AR5),2013,5041305.0,18.760294
Mundo,Suelos agrícolas,Emisiones (CO2),1997,5038260.0,18.748903
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2008,5028452.5,18.712212
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1990,5021873.5,18.687597
América septentrional,Energía,Emisiones (CO2),1976,5017071.5,18.669632
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1992,4994156.0,18.583902
Mundo,Otro,Emisiones (CO2eq) (AR5),2012,4987578.0,18.559292
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,4985470.5,18.551407
América septentrional,Energía,Emisiones (CO2),1974,4983643.5,18.544573
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2011,4981334.0,18.535933
Asia,Energía,Emisiones (CO2eq) (AR5),1997,4980055.0,18.531147
"China, Continental",Energía,Emisiones (CO2),2018,4974827.5,18.511591
China,Energía,Emisiones (CO2),2017,4972991.5,18.50472
Asia,Suelos agrícolas,Emisiones (CO2),2018,4969195.5,18.49052
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,4965813.5,18.477867
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),2019,4963618.0,18.469654
Asia,Suelos agrícolas,Emisiones (CO2),2020,4963137.0,18.467854
América septentrional,Energía,Emisiones (CO2),1981,4961059.0,18.46008
Estados Unidos de América,Energía,Emisiones (CO2),1989,4956066.5,18.441402
Europa oriental,Energía,Emisiones (CO2),1988,4948987.5,18.414919
Mundo,Otro,Emisiones (CO2eq) (AR5),2011,4939736.5,18.380308
América septentrional,Energía,Emisiones (CO2),1972,4930510.5,18.345793
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,4927039.0,18.332806
Europa,Energía,Emisiones (CO2),1963,4923103.5,18.31808
China,Energía,Emisiones (CO2),2014,4921129.5,18.310698
Países No-Anexo I,Energía,Emisiones (CO2),1999,4913603.5,18.282541
Mundo,Suelos agrícolas,Emisiones (CO2),2000,4909014.5,18.265373
Estados Unidos de América,Energía,Emisiones (CO2),1979,4907702.5,18.260464
América septentrional,Energía,Emisiones (CO2),1985,4904941.5,18.250135
Asia,Energía,Emisiones (CO2),2002,4902665.5,18.24162
Europa oriental,Energía,Emisiones (CO2),1987,4902054.0,18.239332
Europa oriental,Energía,Emisiones (CO2),1986,4898972.0,18.227802
China,Energía,Emisiones (CO2),2015,4896786.5,18.219625
Asia,Energía,Emisiones (CO2),1986,4895978.5,18.216602
China,Energía,Emisiones (CO2),2013,4895881.5,18.21624
Asia,Energía,Emisiones (CO2eq) (AR5),1996,4894734.5,18.211948
América septentrional,Energía,Emisiones (CO2),1984,4893709.5,18.208115
Estados Unidos de América,Energía,Emisiones (CO2),1988,4893056.5,18.205671
Estados Unidos de América,Energía,Emisiones (CO2),1978,4890744.5,18.197021
América septentrional,Energía,Emisiones (CO2),1986,4890072.5,18.194508
Mundo,Otro,Emisiones (CO2eq) (AR5),2010,4877750.5,18.148409
Europa oriental,Energía,Emisiones (CO2),1985,4869434.0,18.117294
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),1992,4865696.5,18.103312
Mundo,Suelos agrícolas,Emisiones (CO2),1999,4847625.0,18.035704
Mundo,Otro,Emisiones (CO2eq) (AR5),2009,4841908.5,18.014317
China,Energía,Emisiones (CO2),2016,4841175.0,18.011574
Asia,Energía,Emisiones (CO2eq) (AR5),1998,4832640.0,17.979643
Europa oriental,Energía,Emisiones (CO2),1989,4826256.5,17.955761
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,4820354.5,17.93368
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,4819056.0,17.928822
China,Energía,Emisiones (CO2),2012,4816357.0,17.918724
Mundo,Suelos agrícolas,Emisiones (CO2),1998,4811995.0,17.902405
"China, Continental",Energía,Emisiones (CO2),2017,4811336.0,17.89994
Américas,Energía,Emisiones (CO2),1969,4811305.0,17.899824
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,4800740.0,17.860298
América septentrional,Energía,Emisiones (CO2),1975,4794730.0,17.837814
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,4794440.5,17.836731
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2007,4794036.0,17.835218
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),1989,4789143.5,17.816914
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,4788331.5,17.813877
Mundo,Suelos agrícolas,Emisiones (CO2),2001,4786493.5,17.807
Mundo,Suelos agrícolas,Emisiones (CO2),1996,4782753.0,17.793007
Países No-Anexo I,Energía,Emisiones (CO2),1997,4780171.5,17.783348
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,4779804.0,17.781973
Asia,Suelos agrícolas,Emisiones (CO2),2015,4778116.0,17.775658
Estados Unidos de América,Energía,Emisiones (CO2),1973,4772949.0,17.756329
Mundo,Otro,Emisiones (CO2eq) (AR5),2008,4771189.5,17.749744
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),2018,4770402.5,17.746801
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,4766805.5,17.733343
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,4765189.5,17.727299
"China, Continental",Energía,Emisiones (CO2),2014,4763646.5,17.721525
Mundo,Otro,Emisiones (CO2eq) (AR5),2006,4759360.5,17.70549
Países No-Anexo I,Energía,Emisiones (CO2),1983,4756722.5,17.695621
Asia oriental,Energía,Emisiones (CO2),2009,4751388.0,17.675665
Asia,Suelos agrícolas,Emisiones (CO2),2017,4744967.0,17.651642
Mundo,Otro,Emisiones (CO2eq) (AR5),2007,4743846.0,17.647448
"China, Continental",Energía,Emisiones (CO2),2015,4742168.0,17.64117
"China, Continental",Energía,Emisiones (CO2),2013,4740990.5,17.636765
Estados Unidos de América,Energía,Emisiones (CO2),1977,4740930.0,17.63654
América septentrional,Energía,Emisiones (CO2),1983,4738211.0,17.626368
Asia,Energía,Emisiones (CO2eq) (AR5),1995,4737640.0,17.624231
Asia,Suelos agrícolas,Emisiones (CO2),2014,4734071.0,17.610878
Países No-Anexo I,Energía,Emisiones (CO2),1998,4731255.0,17.600344
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,4728689.5,17.590746
Mundo,Suelos agrícolas,Emisiones (CO2),1995,4728273.0,17.589188
Estados Unidos de América,Energía,Emisiones (CO2),1980,4725284.0,17.578005
Mundo,IPCC Agricultura,Emisiones (CO2eq) (AR5),1988,4723427.5,17.571058
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,4715958.5,17.543116
América septentrional,Energía,Emisiones (CO2),1982,4714539.5,17.537807
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,4713190.0,17.532759
Mundo,Suelos agrícolas,Emisiones (CO2),1991,4701193.0,17.487877
Asia,Energía,Emisiones (CO2),2001,4694831.0,17.464075
América septentrional,Energía,Emisiones (CO2),1971,4691832.0,17.452854
